id;Standplaats;Straatnaam;Postcode;Plaats;Beschikbaarheid;Indicator;Gegevens
7141;Groenlo;;7141EL;;;Postcode;7141EL
7141;Groenlo;;;Groenlo;;Plaats;Groenlo
7141;Groenlo;;;;24 uur;Beschikbaarheid;24 uur
7207;Zutphen;Den Elterweg 65;;;;Straatnaam;Den Elterweg 65
7207;Zutphen;;7207AE;;;Postcode;7207AE
7207;Zutphen;;;Zutphen;;Plaats;Zutphen
7207;Zutphen;;;;24 uur;Beschikbaarheid;24 uur
7223;Baak;Dambroek 16;;;;Straatnaam;Dambroek 16
7223;Baak;;7223DV;;;Postcode;7223DV
7223;Baak;;;Baak;;Plaats;Baak
7223;Baak;;;;24 uur;Beschikbaarheid;24 uur
7271;Borculo;Bosberg 9;;;;Straatnaam;Bosberg 9
7271;Borculo;;7271LE;;;Postcode;7271LE
7271;Borculo;;;Borculo;;Plaats;Borculo
7271;Borculo;;;;24 uur;Beschikbaarheid;24 uur
7323;Apeldoorn;Kanaal Noord 380;;;;Straatnaam;Kanaal Noord 380
7323;Apeldoorn;;7323AM;;;Postcode;7323AM
7323;Apeldoorn;;;Apeldoorn;;Plaats;Apeldoorn
7323;Apeldoorn;;;;24 uur;Beschikbaarheid;24 uur
7332;Apeldoorn;Saba 2;;;;Straatnaam;Saba 2
7332;Apeldoorn;;7332BH;;;Postcode;7332BH
7332;Apeldoorn;;;Apeldoorn;;Plaats;Apeldoorn
7332;Apeldoorn;;;;24 uur;Beschikbaarheid;24 uur
7418;Deventer;Nijmegensestraat 11;;;;Straatnaam;Nijmegensestraat 11
7418;Deventer;;7418BZ;;;Postcode;7418BZ
7418;Deventer;;;Deventer;;Plaats;Deventer
7418;Deventer;;;;24 uur;Beschikbaarheid;24 uur
7433;Deventer Noord (Schalkhaar);Raalterweg 18A;;;;Straatnaam;Raalterweg 18A
7433;Deventer Noord (Schalkhaar);;7433RA;;;Postcode;7433RA
7433;Deventer Noord (Schalkhaar);;;Deventer Noord (Schalkhaar);;Plaats;Deventer Noord (Schalkhaar)
7433;Deventer Noord (Schalkhaar);;;;24 uur;Beschikbaarheid;24 uur
7443;Nijverdal;Van Heerdtweg 7;;;;Straatnaam;Van Heerdtweg 7
7443;Nijverdal;;7443TA;;;Postcode;7443TA
7443;Nijverdal;;;Nijverdal;;Plaats;Nijverdal
7443;Nijverdal;;;;24 uur;Beschikbaarheid;24 uur
7461;Rijssen;Wierdensestraat 65;;;;Straatnaam;Wierdensestraat 65
7461;Rijssen;;7461BC;;;Postcode;7461BC
7461;Rijssen;;;Rijssen;;Plaats;Rijssen
7461;Rijssen;;;;24 uur DAM/VWS;Beschikbaarheid;24 uur DAM/VWS
7471;Goor;van Kollaan 19;;;;Straatnaam;van Kollaan 19
7471;Goor;;7471DP;;;Postcode;7471DP
7471;Goor;;;Goor;;Plaats;Goor
7471;Goor;;;;24 uur DAM/VWS;Beschikbaarheid;24 uur DAM/VWS
7475;Markelo;Holterweg 32A;;;;Straatnaam;Holterweg 32A
7475;Markelo;;7475AW;;;Postcode;7475AW
7475;Markelo;;;Markelo;;Plaats;Markelo
7475;Markelo;;;;24 uur;Beschikbaarheid;24 uur
7482;Haaksbergen;Hengelosestraat 174;;;;Straatnaam;Hengelosestraat 174
7482;Haaksbergen;;7482AE;;;Postcode;7482AE
7482;Haaksbergen;;;Haaksbergen;;Plaats;Haaksbergen
7482;Haaksbergen;;;;24 uur;Beschikbaarheid;24 uur
7496;Hengevelde;Bentelosestraat 1;;;;Straatnaam;Bentelosestraat 1
7496;Hengevelde;;7496PE;;;Postcode;7496PE
7496;Hengevelde;;;Hengevelde;;Plaats;Hengevelde
7496;Hengevelde;;;;24 uur DAM/VWS;Beschikbaarheid;24 uur DAM/VWS
7513;Enschede;M.H.Tromplaan 47;;;;Straatnaam;M.H.Tromplaan 47
7513;Enschede;;7513AB;;;Postcode;7513AB
7513;Enschede;;;Enschede;;Plaats;Enschede
7513;Enschede;;;;24 uur;Beschikbaarheid;24 uur
7521;Enschede;Hengelosestraat  705;;;;Straatnaam;Hengelosestraat  705
7521;Enschede;;7521PA;;;Postcode;7521PA
7521;Enschede;;;Enschede;;Plaats;Enschede
7521;Enschede;;;;24 uur DAM/VWS;Beschikbaarheid;24 uur DAM/VWS
7524;Lonneker;Oldenzaalsestraat 726;;;;Straatnaam;Oldenzaalsestraat 726
7524;Lonneker;;7524AG;;;Postcode;7524AG
7524;Lonneker;;;Lonneker;;Plaats;Lonneker
7524;Lonneker;;;;24 uur DAM/VWS;Beschikbaarheid;24 uur DAM/VWS
7556;Hengelo;Demmersweg 55;;;;Straatnaam;Demmersweg 55
7556;Hengelo;;7556BN;;;Postcode;7556BN
7556;Hengelo;;;Hengelo;;Plaats;Hengelo
7556;Hengelo;;;;24 uur;Beschikbaarheid;24 uur
7561;Deurningen;Hengelosestraat  6;;;;Straatnaam;Hengelosestraat  6
7561;Deurningen;;7561RT;;;Postcode;7561RT
7561;Deurningen;;;Deurningen;;Plaats;Deurningen
7561;Deurningen;;;;24 uur DAM/VWS;Beschikbaarheid;24 uur DAM/VWS
7577;Oldenzaal;Zandbreeweg 16;;;;Straatnaam;Zandbreeweg 16
7577;Oldenzaal;;7577BZ;;;Postcode;7577BZ
7577;Oldenzaal;;;Oldenzaal;;Plaats;Oldenzaal
7577;Oldenzaal;;;;24 uur;Beschikbaarheid;24 uur
7595;Weerselo;De Aanleg 2;;;;Straatnaam;De Aanleg 2
7595;Weerselo;;7595AP;;;Postcode;7595AP
7595;Weerselo;;;Weerselo;;Plaats;Weerselo
7595;Weerselo;;;;24 uur DAM/VWS;Beschikbaarheid;24 uur DAM/VWS
7609;Almelo;Nieuwe Witvoet 2;;;;Straatnaam;Nieuwe Witvoet 2
7609;Almelo;;7609NE;;;Postcode;7609NE
7609;Almelo;;;Almelo;;Plaats;Almelo
7609;Almelo;;;;24 uur;Beschikbaarheid;24 uur
7625;Zenderen;Hoofdstraat 6;;;;Straatnaam;Hoofdstraat 6
7625;Zenderen;;7625PD;;;Postcode;7625PD
7625;Zenderen;;;Zenderen;;Plaats;Zenderen
7625;Zenderen;;;;24 uur DAM/VWS;Beschikbaarheid;24 uur DAM/VWS
7642;Wierden;Rijssenseweg 61;;;;Straatnaam;Rijssenseweg 61
7642;Wierden;;7642CW;;;Postcode;7642CW
7642;Wierden;;;Wierden;;Plaats;Wierden
7642;Wierden;;;;24 uur DAM/VWS;Beschikbaarheid;24 uur DAM/VWS
7651;Tubbergen;Boskampstraat 35;;;;Straatnaam;Boskampstraat 35
7651;Tubbergen;;7651AL;;;Postcode;7651AL
7651;Tubbergen;;;Tubbergen;;Plaats;Tubbergen
7651;Tubbergen;;;;24 uur;Beschikbaarheid;24 uur
7666;Fleringen;Oldenzaalseweg 86;;;;Straatnaam;Oldenzaalseweg 86
7666;Fleringen;;7666LH;;;Postcode;7666LH
7666;Fleringen;;;Fleringen;;Plaats;Fleringen
7666;Fleringen;;;;24 uur DAM/VWS;Beschikbaarheid;24 uur DAM/VWS
7671;Vriezenveen;Zuivering 30;;;;Straatnaam;Zuivering 30
7671;Vriezenveen;;7671SP;;;Postcode;7671SP
7671;Vriezenveen;;;Vriezenveen;;Plaats;Vriezenveen
7671;Vriezenveen;;;;24 uur DAM/VWS;Beschikbaarheid;24 uur DAM/VWS
7681;Vroomshoop;AziÃ«laan 2;;;;Straatnaam;AziÃ«laan 2
7681;Vroomshoop;;7681NC;;;Postcode;7681NC
7681;Vroomshoop;;;Vroomshoop;;Plaats;Vroomshoop
7681;Vroomshoop;;;;24 uur;Beschikbaarheid;24 uur
7701;Dedemsvaart;Langewijk 124A;;;;Straatnaam;Langewijk 124A
7701;Dedemsvaart;;7701AH;;;Postcode;7701AH
7701;Dedemsvaart;;;Dedemsvaart;;Plaats;Dedemsvaart
7701;Dedemsvaart;;;;24 uur;Beschikbaarheid;24 uur
7731;Ommen;Balkerweg 22D;;;;Straatnaam;Balkerweg 22D
7731;Ommen;;7731RZ;;;Postcode;7731RZ
7731;Ommen;;;Ommen;;Plaats;Ommen
7731;Ommen;;;;24 uur;Beschikbaarheid;24 uur
7741;Coevorden;Hulsvoorderdijk 4;;;;Straatnaam;Hulsvoorderdijk 4
7741;Coevorden;;7741CX;;;Postcode;7741CX
7741;Coevorden;;;Coevorden;;Plaats;Coevorden
7741;Coevorden;;;;24 uur;Beschikbaarheid;24 uur
7772;Hardenberg;Jan Weitkamplaan 4A;;;;Straatnaam;Jan Weitkamplaan 4A
7772;Hardenberg;;7772SG;;;Postcode;7772SG
7772;Hardenberg;;;Hardenberg;;Plaats;Hardenberg
7772;Hardenberg;;;;24 uur;Beschikbaarheid;24 uur
7812;Emmen;Waanderweg 200;;;;Straatnaam;Waanderweg 200
7812;Emmen;;7812HZ;;;Postcode;7812HZ
7812;Emmen;;;Emmen;;Plaats;Emmen
7812;Emmen;;;;24 uur;Beschikbaarheid;24 uur
7824;Emmen-ziekenhuis;Boermarkeweg 60;;;;Straatnaam;Boermarkeweg 60
7824;Emmen-ziekenhuis;;7824AA;;;Postcode;7824AA
7824;Emmen-ziekenhuis;;;Emmen-ziekenhuis;;Plaats;Emmen-ziekenhuis
7824;Emmen-ziekenhuis;;;;Dag/avond;Beschikbaarheid;Dag/avond
7881;Emmen-Noord;Kanaal B ZZ 55;;;;Straatnaam;Kanaal B ZZ 55
7881;Emmen-Noord;;7881NB;;;Postcode;7881NB
7881;Emmen-Noord;;;Emmen-Noord;;Plaats;Emmen-Noord
7881;Emmen-Noord;;;;24 uur;Beschikbaarheid;24 uur
7891;Klazienaveen;Doorndistel 15;;;;Straatnaam;Doorndistel 15
7891;Klazienaveen;;7891WV;;;Postcode;7891WV
7891;Klazienaveen;;;Klazienaveen;;Plaats;Klazienaveen
7891;Klazienaveen;;;;24 uur;Beschikbaarheid;24 uur
7909;Hoogeveen;Dr.G.H.Amshoffweg 1;;;;Straatnaam;Dr.G.H.Amshoffweg 1
7909;Hoogeveen;;7909AA;;;Postcode;7909AA
7909;Hoogeveen;;;Hoogeveen;;Plaats;Hoogeveen
7909;Hoogeveen;;;;24 uur;Beschikbaarheid;24 uur
7943;Meppel;Hoogeveenseweg 38;;;;Straatnaam;Hoogeveenseweg 38
7943;Meppel;;7943KA;;;Postcode;7943KA
7943;Meppel;;;Meppel;;Plaats;Meppel
7943;Meppel;;;;24 uur;Beschikbaarheid;24 uur
7954;Rouveen;Oude Rijksweg 502B;;;;Straatnaam;Oude Rijksweg 502B
7954;Rouveen;;7954GG;;;Postcode;7954GG
7954;Rouveen;;;Rouveen;;Plaats;Rouveen
7954;Rouveen;;;;24 uur;Beschikbaarheid;24 uur
7984;Dieverbrug;De Wringen 25a;;;;Straatnaam;De Wringen 25a
7984;Dieverbrug;;7984NL;;;Postcode;7984NL
7984;Dieverbrug;;;Dieverbrug;;Plaats;Dieverbrug
7984;Dieverbrug;;;;24 uur;Beschikbaarheid;24 uur
8013;Zwolle;Voltastraat 3A;;;;Straatnaam;Voltastraat 3A
8013;Zwolle;;8013PM;;;Postcode;8013PM
8013;Zwolle;;;Zwolle;;Plaats;Zwolle
8013;Zwolle;;;;24 uur;Beschikbaarheid;24 uur
8043;Zwolle West;Nijenhuislaan 175;;;;Straatnaam;Nijenhuislaan 175
8043;Zwolle West;;8043WB;;;Postcode;8043WB
8043;Zwolle West;;;Zwolle West;;Plaats;Zwolle West
8043;Zwolle West;;;;24 uur;Beschikbaarheid;24 uur
8064;Zwartsluis;Zomerdijk 41A;;;;Straatnaam;Zomerdijk 41A
8064;Zwartsluis;;8064XB;;;Postcode;8064XB
8064;Zwartsluis;;;Zwartsluis;;Plaats;Zwartsluis
8064;Zwartsluis;;;;24 uur;Beschikbaarheid;24 uur
8081;Elburg;Oostelijke Rondweg 1;;;;Straatnaam;Oostelijke Rondweg 1
8081;Elburg;;8081RT;;;Postcode;8081RT
8081;Elburg;;;Elburg;;Plaats;Elburg
8081;Elburg;;;;24 uur;Beschikbaarheid;24 uur
8103;Raalte;Weidelaan 2B;;;;Straatnaam;Weidelaan 2B
8103;Raalte;;8103NA;;;Postcode;8103NA
8103;Raalte;;;Raalte;;Plaats;Raalte
8103;Raalte;;;;24 uur;Beschikbaarheid;24 uur
8181;Heerde;Zwarteweg 4A;;;;Straatnaam;Zwarteweg 4A
8181;Heerde;;8181PD;;;Postcode;8181PD
8181;Heerde;;;Heerde;;Plaats;Heerde
8181;Heerde;;;;24 uur;Beschikbaarheid;24 uur
8233;Lelystad;Gordiaandreef 99;;;;Straatnaam;Gordiaandreef 99
8233;Lelystad;;8233AB;;;Postcode;8233AB
8233;Lelystad;;;Lelystad;;Plaats;Lelystad
8233;Lelystad;;;;24 uur;Beschikbaarheid;24 uur
8251;Dronten;De Noord 34;;;;Straatnaam;De Noord 34
8251;Dronten;;8251KP;;;Postcode;8251KP
8251;Dronten;;;Dronten;;Plaats;Dronten
8251;Dronten;;;;24 uur;Beschikbaarheid;24 uur
8271;IJsselmuiden;Kleiland 8;;;;Straatnaam;Kleiland 8
8271;IJsselmuiden;;8271RV;;;Postcode;8271RV
8271;IJsselmuiden;;;IJsselmuiden;;Plaats;IJsselmuiden
8271;IJsselmuiden;;;;24 uur;Beschikbaarheid;24 uur
8304;Emmeloord;Nagelerweg 3;;;;Straatnaam;Nagelerweg 3
8304;Emmeloord;;8304AB;;;Postcode;8304AB
8304;Emmeloord;;;Emmeloord;;Plaats;Emmeloord
8304;Emmeloord;;;;24 uur;Beschikbaarheid;24 uur
8321;Urk;Malzwin 1;;;;Straatnaam;Malzwin 1
8321;Urk;;8321MX;;;Postcode;8321MX
8321;Urk;;;Urk;;Plaats;Urk
8321;Urk;;;;24 uur;Beschikbaarheid;24 uur
8331;Steenwijk;Vendelweg 3A;;;;Straatnaam;Vendelweg 3A
8331;Steenwijk;;8331XE;;;Postcode;8331XE
8331;Steenwijk;;;Steenwijk;;Plaats;Steenwijk
8331;Steenwijk;;;;24 uur;Beschikbaarheid;24 uur
8414;Nieuwehorne;Achtste Wijk 1a;;;;Straatnaam;Achtste Wijk 1a
8414;Nieuwehorne;;8414NA;;;Postcode;8414NA
8414;Nieuwehorne;;;Nieuwehorne;;Plaats;Nieuwehorne
8414;Nieuwehorne;;;;Dag/avond;Beschikbaarheid;Dag/avond
8431;Oosterwolde;Veengang 27;;;;Straatnaam;Veengang 27
8431;Oosterwolde;;8431NJ;;;Postcode;8431NJ
8431;Oosterwolde;;;Oosterwolde;;Plaats;Oosterwolde
8431;Oosterwolde;;;;24 uur;Beschikbaarheid;24 uur
8448;Heerenveen;Venus 3;;;;Straatnaam;Venus 3
8448;Heerenveen;;8448CE;;;Postcode;8448CE
8448;Heerenveen;;;Heerenveen;;Plaats;Heerenveen
8448;Heerenveen;;;;24 uur;Beschikbaarheid;24 uur
8472;Wolvega;Zeeweegbree 3;;;;Straatnaam;Zeeweegbree 3
8472;Wolvega;;8472BD;;;Postcode;8472BD
8472;Wolvega;;;Wolvega;;Plaats;Wolvega
8472;Wolvega;;;;24 uur;Beschikbaarheid;24 uur
8503;Joure;Morseweg 17;;;;Straatnaam;Morseweg 17
8503;Joure;;8503AH;;;Postcode;8503AH
8503;Joure;;;Joure;;Plaats;Joure
8503;Joure;;;;24 uur;Beschikbaarheid;24 uur
8531;Lemmer;Houtsaachmolen 13b;;;;Straatnaam;Houtsaachmolen 13b
8531;Lemmer;;8531WC;;;Postcode;8531WC
8531;Lemmer;;;Lemmer;;Plaats;Lemmer
8531;Lemmer;;;;24 uur;Beschikbaarheid;24 uur
8601;Sneek;Bolswarderbaan 1;;;;Straatnaam;Bolswarderbaan 1
8601;Sneek;;8601ZK;;;Postcode;8601ZK
8601;Sneek;;;Sneek;;Plaats;Sneek
8601;Sneek;;;;24 uur;Beschikbaarheid;24 uur
8701;Bolsward;Snekerweg 3b;;;;Straatnaam;Snekerweg 3b
8701;Bolsward;;8701PZ;;;Postcode;8701PZ
8701;Bolsward;;;Bolsward;;Plaats;Bolsward
8701;Bolsward;;;;24 uur;Beschikbaarheid;24 uur
8723;Koudum;T. van der Walstraat 32;;;;Straatnaam;T. van der Walstraat 32
8723;Koudum;;8723CA;;;Postcode;8723CA
8723;Koudum;;;Koudum;;Plaats;Koudum
8723;Koudum;;;;24 uur;Beschikbaarheid;24 uur
8802;Franeker;Het Want 16;;;;Straatnaam;Het Want 16
8802;Franeker;;8802PV;;;Postcode;8802PV
8802;Franeker;;;Franeker;;Plaats;Franeker
8802;Franeker;;;;24 uur;Beschikbaarheid;24 uur
8861;Harlingen;Rijksweg 8;;;;Straatnaam;Rijksweg 8
8861;Harlingen;;8861NL;;;Postcode;8861NL
8861;Harlingen;;;Harlingen;;Plaats;Harlingen
8861;Harlingen;;;;24 uur;Beschikbaarheid;24 uur
8881;Terschelling;Burg. Reedekerstraat 21;;;;Straatnaam;Burg. Reedekerstraat 21
8881;Terschelling;;8881BZ;;;Postcode;8881BZ
8881;Terschelling;;;Terschelling;;Plaats;Terschelling
8881;Terschelling;;;;24 uur;Beschikbaarheid;24 uur
8899;Vlieland;Berkenlaan 13a;;;;Straatnaam;Berkenlaan 13a
8899;Vlieland;;8899BP;;;Postcode;8899BP
8899;Vlieland;;;Vlieland;;Plaats;Vlieland
8899;Vlieland;;;;24 uur;Beschikbaarheid;24 uur
8924;Leeuwarden (Elzenstraat);Elzenstraat 1c;;;;Straatnaam;Elzenstraat 1c
8924;Leeuwarden (Elzenstraat);;8924JN;;;Postcode;8924JN
8924;Leeuwarden (Elzenstraat);;;Leeuwarden (Elzenstraat);;Plaats;Leeuwarden (Elzenstraat)
8924;Leeuwarden (Elzenstraat);;;;24 uur;Beschikbaarheid;24 uur
8932;Leeuwarden (Oostergoweg);Oostergoweg 14;;;;Straatnaam;Oostergoweg 14
8932;Leeuwarden (Oostergoweg);;8932PG;;;Postcode;8932PG
8932;Leeuwarden (Oostergoweg);;;Leeuwarden (Oostergoweg);;Plaats;Leeuwarden (Oostergoweg)
8932;Leeuwarden (Oostergoweg);;;;24 uur;Beschikbaarheid;24 uur
9001;Grou;Biensma 4;;;;Straatnaam;Biensma 4
9001;Grou;;9001ZZ;;;Postcode;9001ZZ
9001;Grou;;;Grou;;Plaats;Grou
9001;Grou;;;;Dag/avond;Beschikbaarheid;Dag/avond
9051;Stiens;Seefugel 1-A;;;;Straatnaam;Seefugel 1-A
9051;Stiens;;9051VC;;;Postcode;9051VC
9051;Stiens;;;Stiens;;Plaats;Stiens
9051;Stiens;;;;Dag/avond;Beschikbaarheid;Dag/avond
9101;Dokkum;Birdaarderstraatweg 80f;;;;Straatnaam;Birdaarderstraatweg 80f
9101;Dokkum;;9101PK;;;Postcode;9101PK
9101;Dokkum;;;Dokkum;;Plaats;Dokkum
9101;Dokkum;;;;24 uur;Beschikbaarheid;24 uur
9123;Metslawier;Oerslach 2a;;;;Straatnaam;Oerslach 2a
9123;Metslawier;;9123KK;;;Postcode;9123KK
9123;Metslawier;;;Metslawier;;Plaats;Metslawier
9123;Metslawier;;;;24 uur;Beschikbaarheid;24 uur
9163;Nes (Ameland);Ballummerweg 38a;;;;Straatnaam;Ballummerweg 38a
9163;Nes (Ameland);;9163GB;;;Postcode;9163GB
9163;Nes (Ameland);;;Nes (Ameland);;Plaats;Nes (Ameland)
9163;Nes (Ameland);;;;24 uur;Beschikbaarheid;24 uur
9166;Schiermonnikoog;Knuppeldam 6;;;;Straatnaam;Knuppeldam 6
9166;Schiermonnikoog;;9166NZ;;;Postcode;9166NZ
9166;Schiermonnikoog;;;Schiermonnikoog;;Plaats;Schiermonnikoog
9166;Schiermonnikoog;;;;24 uur;Beschikbaarheid;24 uur
9201;Drachten;Omloop 5;;;;Straatnaam;Omloop 5
9201;Drachten;;9201CC;;;Postcode;9201CC
9201;Drachten;;;Drachten;;Plaats;Drachten
9201;Drachten;;;;Dag/avond;Beschikbaarheid;Dag/avond
9207;Drachten;Ottolaan 2;;;;Straatnaam;Ottolaan 2
9207;Drachten;;9207JR;;;Postcode;9207JR
9207;Drachten;;;Drachten;;Plaats;Drachten
9207;Drachten;;;;24 uur;Beschikbaarheid;24 uur
9254;Hardegarijp;Rijksstraatweg 211;;;;Straatnaam;Rijksstraatweg 211
9254;Hardegarijp;;9254DH;;;Postcode;9254DH
9254;Hardegarijp;;;Hardegarijp;;Plaats;Hardegarijp
9254;Hardegarijp;;;;24 uur;Beschikbaarheid;24 uur
9285;Buitenpost;West 32;;;;Straatnaam;West 32
9285;Buitenpost;;9285WC;;;Postcode;9285WC
9285;Buitenpost;;;Buitenpost;;Plaats;Buitenpost
9285;Buitenpost;;;;24 uur;Beschikbaarheid;24 uur
9301;Roden;Zudden 2;;;;Straatnaam;Zudden 2
9301;Roden;;9301ZM;;;Postcode;9301ZM
9301;Roden;;;Roden;;Plaats;Roden
9301;Roden;;;;24 uur;Beschikbaarheid;24 uur
9365;Niebert;Grasweg 1b;;;;Straatnaam;Grasweg 1b
9365;Niebert;;9365PP;;;Postcode;9365PP
9365;Niebert;;;Niebert;;Plaats;Niebert
9365;Niebert;;;;24 uur;Beschikbaarheid;24 uur
9403;Assen Centrum;Dr. Philipsweg 15-A;;;;Straatnaam;Dr. Philipsweg 15-A
9403;Assen Centrum;;9403AC;;;Postcode;9403AC
9403;Assen Centrum;;;Assen Centrum;;Plaats;Assen Centrum
9403;Assen Centrum;;;;Dag/avond;Beschikbaarheid;Dag/avond
9405;Assen;Balkendwarsweg 1;;;;Straatnaam;Balkendwarsweg 1
9405;Assen;;9405PT;;;Postcode;9405PT
9405;Assen;;;Assen;;Plaats;Assen
9405;Assen;;;;24 uur;Beschikbaarheid;24 uur
9411;Beilen;Romhof 6;;;;Straatnaam;Romhof 6
9411;Beilen;;9411SC;;;Postcode;9411SC
9411;Beilen;;;Beilen;;Plaats;Beilen
9411;Beilen;;;;24 uur;Beschikbaarheid;24 uur
9468;Annen;Spijkerboorsdijk 3a;;;;Straatnaam;Spijkerboorsdijk 3a
9468;Annen;;9468CG;;;Postcode;9468CG
9468;Annen;;;Annen;;Plaats;Annen
9468;Annen;;;;24 uur;Beschikbaarheid;24 uur
9502;Stadskanaal;Veenstraat 8a;;;;Straatnaam;Veenstraat 8a
9502;Stadskanaal;;9502EZ;;;Postcode;9502EZ
9502;Stadskanaal;;;Stadskanaal;;Plaats;Stadskanaal
9502;Stadskanaal;;;;24 uur;Beschikbaarheid;24 uur
9531;Borger;IJzertijdstraat 3;;;;Straatnaam;IJzertijdstraat 3
9531;Borger;;9531RA;;;Postcode;9531RA
9531;Borger;;;Borger;;Plaats;Borger
9531;Borger;;;;24 uur;Beschikbaarheid;24 uur
9541;Vlagtwedde;Nieuweweg 1;;;;Straatnaam;Nieuweweg 1
9541;Vlagtwedde;;9541EG;;;Postcode;9541EG
9541;Vlagtwedde;;;Vlagtwedde;;Plaats;Vlagtwedde
9541;Vlagtwedde;;;;Dag/avond;Beschikbaarheid;Dag/avond
9561;Ter Apel;Industrieweg 9;;;;Straatnaam;Industrieweg 9
9561;Ter Apel;;9561MB;;;Postcode;9561MB
9561;Ter Apel;;;Ter Apel;;Plaats;Ter Apel
9561;Ter Apel;;;;24 uur;Beschikbaarheid;24 uur
9611;Sappemeer;De Vosholen 99;;;;Straatnaam;De Vosholen 99
9611;Sappemeer;;9611TE;;;Postcode;9611TE
9611;Sappemeer;;;Sappemeer;;Plaats;Sappemeer
9611;Sappemeer;;;;24 uur;Beschikbaarheid;24 uur
9641;Veendam;Van Stolbergweg 28;;;;Straatnaam;Van Stolbergweg 28
9641;Veendam;;9641HL;;;Postcode;9641HL
9641;Veendam;;;Veendam;;Plaats;Veendam
9641;Veendam;;;;24 uur;Beschikbaarheid;24 uur
9672;Winschoten;J.D. van der Veenstraat 30;;;;Straatnaam;J.D. van der Veenstraat 30
9672;Winschoten;;9672AC;;;Postcode;9672AC
9672;Winschoten;;;Winschoten;;Plaats;Winschoten
9672;Winschoten;;;;24 uur;Beschikbaarheid;24 uur
9723;Groningen Gotenburgweg;Gotenburgweg 40 ;;;;Straatnaam;Gotenburgweg 40 
9723;Groningen Gotenburgweg;;9723TM;;;Postcode;9723TM
9723;Groningen Gotenburgweg;;;Groningen Gotenburgweg;;Plaats;Groningen Gotenburgweg
9723;Groningen Gotenburgweg;;;;24 uur;Beschikbaarheid;24 uur
9741;Groningen-Noord;Kastanjelaan 2;;;;Straatnaam;Kastanjelaan 2
9741;Groningen-Noord;;9741CP;;;Postcode;9741CP
9741;Groningen-Noord;;;Groningen-Noord;;Plaats;Groningen-Noord
9741;Groningen-Noord;;;;24 uur;Beschikbaarheid;24 uur
9761;Eelde;Machlaan 14-A;;;;Straatnaam;Machlaan 14-A
9761;Eelde;;9761TK;;;Postcode;9761TK
9761;Eelde;;;Eelde;;Plaats;Eelde
9761;Eelde;;;;Dag/avond;Beschikbaarheid;Dag/avond
9902;Appingedam;Zwet 35;;;;Straatnaam;Zwet 35
9902;Appingedam;;9902RM;;;Postcode;9902RM
9902;Appingedam;;;Appingedam;;Plaats;Appingedam
9902;Appingedam;;;;24 uur;Beschikbaarheid;24 uur
9951;Winsum;Hoofdstraat  W 70;;;;Straatnaam;Hoofdstraat  W 70
9951;Winsum;;9951AC;;;Postcode;9951AC
9951;Winsum;;;Winsum;;Plaats;Winsum
9951;Winsum;;;;Dag/avond;Beschikbaarheid;Dag/avond
9965;Leens;R.Ritzemastraat 9E;;;;Straatnaam;R.Ritzemastraat 9E
9965;Leens;;9965TD;;;Postcode;9965TD
9965;Leens;;;Leens;;Plaats;Leens
9965;Leens;;;;24 uur;Beschikbaarheid;24 uur
9981;Uithuizen;Industrieweg 14a;;;;Straatnaam;Industrieweg 14a
9981;Uithuizen;;9981HJ;;;Postcode;9981HJ
9981;Uithuizen;;;Uithuizen;;Plaats;Uithuizen
9981;Uithuizen;;;;24 uur;Beschikbaarheid;24 uur
